@relation 'AT: CensusIncome-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Add-Ntest-Clast-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Add-Ntest-C14-weka.filters.unsupervised.attribute.Remove-R2-3,5-9,13-14-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Center_principal components'

@attribute '1    capital-gain-0.002capital-loss+0    age+0    hours-per-week+0    education-num' numeric
@attribute income {>50K,<=50K}

@data
4377.496249,<=50K
-1080.694049,>50K
-1077.49807,<=50K
-1077.496349,>50K
-1077.496917,<=50K
-1077.495197,<=50K
-1077.49456,>50K
-1077.497325,<=50K
-1077.496492,>50K
-1077.496015,>50K
-1077.500098,<=50K
-1077.495388,<=50K
-1077.496135,>50K
-1077.496314,<=50K
-1077.495755,>50K
6610.494172,>50K
-1077.49265,<=50K
-1077.495398,<=50K
-1077.496779,<=50K
-1077.493336,>50K
-1077.495174,<=50K
-1077.496835,<=50K
-1077.495743,>50K
-1077.493991,<=50K
-1077.498028,<=50K
-1077.49767,<=50K
-1077.501696,<=50K
-1077.499862,<=50K
-1077.492685,<=50K
-1077.497081,<=50K
-1077.494856,<=50K
-1077.497151,>50K
-1077.496379,<=50K
-1077.491424,>50K
-1077.496205,<=50K
-1077.495631,<=50K
-1077.49598,<=50K
-1077.497702,<=50K
-1077.490897,>50K
-1077.498171,<=50K
-1077.500605,<=50K
-1077.497094,<=50K
-1077.494282,<=50K
-1077.497899,<=50K
-1077.494887,<=50K
-1077.495837,<=50K
-1077.495767,<=50K
-1077.49736,<=50K
-1077.49348,<=50K
-1077.495631,<=50K
-1077.496077,<=50K
-1077.497248,<=50K
-1077.492285,<=50K
-1077.496104,<=50K
-1077.498592,<=50K
-1077.495143,<=50K
-1077.493399,<=50K
-1077.495015,<=50K
6610.49304,>50K
-1077.495406,<=50K
-1080.249852,<=50K
-1077.495158,<=50K
-1077.495053,>50K
-1077.495794,<=50K
-1077.495326,<=50K
-1077.493123,<=50K
-1077.496205,<=50K
-1080.246253,<=50K
-1077.495866,<=50K
-1077.492552,>50K
-1077.493165,<=50K
-1077.497334,<=50K
-1077.49807,<=50K
-1077.496922,<=50K
-1077.495918,>50K
-1077.49807,<=50K
-1077.494197,<=50K
-1077.497721,>50K
-1077.493719,>50K
-1077.491778,<=50K
-1077.497353,<=50K
-1077.498357,<=50K
-1077.490739,<=50K
-1077.495144,<=50K
-1081.260038,<=50K
-1077.500723,<=50K
-1077.49543,<=50K
-1077.497841,<=50K
-1077.496892,<=50K
-1077.497496,<=50K
-1077.496465,>50K
-1077.498214,<=50K
-1080.473529,<=50K
-1077.497353,<=50K
6610.494226,>50K
-1077.500777,<=50K
-1077.498043,<=50K
-1077.497554,<=50K
2247.498216,<=50K
-1077.495918,>50K
-1077.496565,>50K
-1077.493452,>50K
-1077.498873,<=50K
-1077.498817,<=50K
-1077.496593,<=50K
-1077.500854,<=50K
-1077.494313,>50K
-1077.496291,<=50K
3935.497244,<=50K
98921.35648,>50K
-1077.491738,<=50K
-1077.493471,<=50K
-1077.499543,<=50K
-1077.499443,<=50K
-1077.496062,<=50K
-1077.494674,<=50K
-1077.496909,<=50K
-1077.495596,<=50K
-1077.496034,<=50K
-1077.493727,<=50K
-1077.497496,<=50K
-1077.497954,<=50K
-1077.497038,>50K
-1077.495116,>50K
-1077.495976,<=50K
13946.482159,>50K
-1077.495616,<=50K
2386.498398,<=50K
-1077.497105,>50K
-1077.49503,>50K
13946.485653,>50K
13942.482177,>50K
-1077.50151,<=50K
-1077.494662,<=50K
-1077.496325,<=50K
-1077.500529,<=50K
-1077.492793,>50K
-1077.494456,<=50K
-1077.495058,<=50K
-1077.495441,>50K
-1077.491575,<=50K
-1077.496162,<=50K
-1077.49348,>50K
-1077.495216,<=50K
-1077.496845,<=50K
-1077.496175,<=50K
-1077.495015,<=50K
-1077.497267,<=50K
-1077.494298,>50K
-1077.496201,>50K
-1077.494491,<=50K
-1077.495561,>50K
-1077.498047,<=50K
1807.499707,<=50K
6220.494803,>50K
-1077.494298,<=50K
-1077.493007,<=50K
-1077.496205,<=50K
-1077.500998,<=50K
6610.493311,>50K
-1077.495507,<=50K
-1077.49729,<=50K
-1077.497496,<=50K
-1077.497025,<=50K
2247.499497,<=50K
-1077.497273,<=50K
-1077.500994,<=50K
-1077.493586,<=50K
-1077.49384,<=50K
-1077.492537,<=50K
-1077.498888,<=50K
-1077.493146,>50K
-1077.502766,<=50K
-1077.496636,<=50K
-1077.495837,<=50K
-1077.494459,<=50K
-1077.494627,>50K
-1077.496349,<=50K
-1077.493811,<=50K
-1077.492886,>50K
-1077.49458,<=50K
-1077.497147,<=50K
-1077.498538,<=50K
-1077.495158,>50K
-1077.497911,<=50K
-1077.491812,<=50K
-1077.495747,>50K
-1077.497408,<=50K
-1077.493809,<=50K
13946.484555,>50K
-1077.495871,<=50K
-1077.494522,<=50K
6610.492163,>50K
-1077.498085,<=50K
-1077.502888,<=50K
-1077.4946,<=50K
-1077.496162,<=50K
-1077.501223,<=50K
-1077.500711,<=50K
-1077.496608,<=50K
-1077.498787,<=50K
-1077.496349,>50K
-1077.496745,<=50K
-1077.495387,<=50K
-1077.502068,<=50K
6220.493062,>50K
-1077.498043,<=50K
-1077.494025,>50K
-1077.494841,<=50K
-1077.498799,>50K
-1077.491963,<=50K
-1077.49289,<=50K
-1077.496042,<=50K
-1077.49833,<=50K
-1077.501797,<=50K
-1077.494412,<=50K
-1077.495569,>50K
-1077.499959,<=50K
3308.498148,>50K
-1077.496608,>50K
-1077.49525,<=50K
6220.495682,>50K
-1077.498877,<=50K
-1077.49832,<=50K
-1077.495705,<=50K
-1077.495775,<=50K
-1077.493739,>50K
-1077.496922,<=50K
-1077.495488,<=50K
-1080.384191,<=50K
-1077.49655,>50K
346.505113,<=50K
-1077.497023,<=50K
-1077.497411,<=50K
-1077.499925,>50K
-1077.498043,>50K
-1077.498745,<=50K
-1077.50258,<=50K
-1077.494115,>50K
-1077.49762,<=50K
3935.494541,<=50K
-1077.49503,<=50K
-1077.497706,<=50K
4100.496342,>50K
-1078.575826,<=50K
-1077.497182,<=50K
-1077.49691,<=50K
-1077.498458,<=50K
-1077.498,<=50K
-1077.495139,<=50K
-1077.501797,<=50K
-1077.494172,<=50K
-1077.494511,<=50K
-1077.49807,<=50K
-1077.496449,>50K
-1077.49555,<=50K
-1077.492735,>50K
-1077.500998,<=50K
-1077.494402,>50K
-1077.494313,>50K
-1077.49391,<=50K
-1077.498152,<=50K
-1077.493818,<=50K
-1077.492196,<=50K
13946.483574,>50K
-1077.501409,<=50K
-1077.495387,<=50K
-1077.497597,<=50K
-1077.498357,<=50K
-1077.501587,<=50K
-1077.495058,<=50K
-1077.493847,>50K
-1077.498782,<=50K
-1077.496526,<=50K
-1077.492805,<=50K
-1077.500711,<=50K
-1077.499742,<=50K
-1077.493161,>50K
-1077.492802,<=50K
-1077.496507,>50K
-1077.495058,>50K
-1077.495111,>50K
-1077.493498,<=50K
-1077.495686,<=50K
-1080.786313,>50K
-1077.49669,<=50K
-1077.497597,<=50K
-1077.501646,<=50K
-1077.493358,<=50K
-1077.496086,<=50K
-1077.498043,<=50K
-1077.496162,<=50K
-1077.498314,<=50K
-1080.913514,>50K
-1077.496248,<=50K
-1077.495793,<=50K
-1077.502068,<=50K
2195.499702,<=50K
-1077.494437,<=50K
-1077.496875,<=50K
9442.489734,>50K
-1077.494875,<=50K
13946.482159,>50K
-1077.494815,<=50K
-1077.494746,<=50K
-1077.491614,<=50K
-1077.49688,<=50K
-1077.498186,<=50K
-1077.493623,<=50K
-1077.496349,>50K
-1077.4985,<=50K
-1077.496993,<=50K
-1077.491907,<=50K
-22.504344,<=50K
-1077.499288,<=50K
-1081.601665,>50K
-1080.786313,>50K
-1077.502068,<=50K
6610.495754,>50K
-1077.488459,>50K
-1077.500583,<=50K
-1077.492762,>50K
-1077.495999,<=50K
-1077.49764,<=50K
-1080.760361,>50K
-1077.494393,>50K
-1077.499262,<=50K
-1077.497783,<=50K
-1077.494709,<=50K
-1077.494812,<=50K
-1077.498359,<=50K
-1077.497409,<=50K
-1077.500214,<=50K
-1077.499169,<=50K
20962.473527,<=50K
6610.495005,>50K
-1077.498366,>50K
-1077.501653,<=50K
-1077.4985,<=50K
-1077.498869,<=50K
-1077.49497,>50K
-1077.494676,<=50K
-1077.496383,<=50K
-1081.631631,>50K
-1077.493263,<=50K
-1077.495775,<=50K
-22.503711,<=50K
-1077.494474,<=50K
-1077.495876,<=50K
-1077.501079,<=50K
-1077.4985,<=50K
-1077.495667,<=50K
-1077.494034,<=50K
6610.494172,>50K
-1077.49989,<=50K
-1077.498415,<=50K
-1077.497454,<=50K
-1077.497899,<=50K
-1077.494395,<=50K
-1077.499361,<=50K
-1077.497353,<=50K
-1077.49434,<=50K
-1077.494296,<=50K
-1077.495305,<=50K
2059.497719,<=50K
-1077.49227,<=50K
-1077.493986,<=50K
-1077.49575,<=50K
-1077.496422,<=50K
-1077.501095,<=50K
-1080.065417,<=50K
-1077.497325,<=50K
-1077.493193,<=50K
-1077.498171,<=50K
-1077.494781,<=50K
-1077.495918,<=50K
-1077.498284,<=50K
-1077.495387,<=50K
-1077.497167,<=50K
-1077.498644,<=50K
-1080.693331,>50K
-1077.492591,<=50K
-1077.498372,<=50K
-1077.493177,<=50K
-1077.497267,<=50K
-1077.497729,<=50K
-22.498666,<=50K
-1077.49673,<=50K
-1077.494026,<=50K
-1077.497899,<=50K
-1077.499793,<=50K
-1077.499218,<=50K
13946.483086,>50K
6610.493067,>50K
-1077.496042,<=50K
-1077.495488,>50K
-1080.783622,>50K
-1077.495107,<=50K
6610.491184,>50K
-1077.500055,<=50K
-1077.497496,>50K
-1077.491288,<=50K
-1077.49358,<=50K
-1077.495181,<=50K
-1077.497209,>50K
-1077.490113,>50K
-1077.497182,>50K
-1077.493002,>50K
-1077.864143,<=50K
-1077.495863,<=50K
-1077.495015,<=50K
-1077.492765,<=50K
-1077.492437,<=50K
-1077.494107,<=50K
6610.494886,>50K
-1077.497325,>50K
-1077.498183,<=50K
-1077.495488,<=50K
-1077.494639,>50K
-1077.495891,<=50K
-1077.501925,<=50K
-1077.496895,<=50K
-1077.498931,<=50K
-1077.494995,<=50K
-1077.49557,<=50K
-1077.495201,<=50K
-1077.494484,<=50K
-1077.49809,<=50K
-1077.498571,<=50K
-1077.496143,<=50K
-1077.493069,<=50K
-1077.497546,<=50K
-1080.389715,<=50K
-1077.495201,>50K
-1077.496346,<=50K
-1077.496449,<=50K
-1077.497248,<=50K
-1077.498671,<=50K
-1080.31445,<=50K
-1077.494134,>50K
2247.500167,<=50K
-1077.491532,>50K
-1077.498458,<=50K
-1077.49807,<=50K
-1077.498745,<=50K
-1077.495398,<=50K
-1077.495717,<=50K
-1077.501223,<=50K
6220.494368,>50K
-1077.496636,<=50K
-1080.508811,<=50K
3338.495377,<=50K
-1077.49311,<=50K
-1077.498497,<=50K
-1077.495918,<=50K
-1077.497038,>50K
-1077.501366,<=50K
-1077.494006,>50K
-1077.497469,<=50K
-1077.501391,<=50K
-1077.498745,<=50K
-1077.495201,<=50K
-1077.494212,>50K
-1077.49454,>50K
-1077.492743,>50K
-1080.913999,>50K
-1077.499175,<=50K
-1077.494627,>50K
-1077.497935,>50K
-1077.497667,<=50K
-1077.498439,<=50K
-1077.497329,<=50K
-1077.496056,<=50K
4100.496249,>50K
-1077.496993,>50K
-1077.500791,<=50K
-1077.498764,<=50K
2830.493329,<=50K
-1077.500614,<=50K
-1077.497927,<=50K
-1077.494942,<=50K
-1077.494808,>50K
-1077.496492,<=50K
-1077.497454,<=50K
-1077.498951,<=50K
-1077.498644,<=50K
-1077.499524,<=50K
-1077.497659,<=50K
-1077.497038,<=50K
-1077.495425,<=50K
-1077.48831,>50K
-1077.497597,<=50K
-1077.495918,<=50K
-1077.495058,<=50K
-1077.49833,<=50K
-1077.494375,>50K
-1080.743524,<=50K
-1077.498656,<=50K
-1077.494421,<=50K
6220.493776,>50K
-1077.493569,<=50K
13946.482861,>50K
-1077.493367,<=50K
-1077.499912,<=50K
-1077.499582,>50K
-1077.497721,<=50K
-1077.495093,<=50K
-1077.496492,<=50K
-1077.496449,<=50K
-1077.496301,<=50K
-1077.497927,<=50K
-1077.498513,<=50K
-1077.494484,<=50K
-1077.492158,<=50K
-1077.495992,<=50K
13946.483799,>50K
-1077.498888,<=50K
-1077.494708,<=50K
-1080.629592,<=50K
-1077.49272,<=50K
-1077.492107,>50K
-1077.494441,<=50K
-1077.4985,<=50K
-1077.494954,<=50K
-1077.493658,<=50K
-1077.494377,<=50K
-1077.499937,<=50K
-1080.759089,>50K
-1077.498027,<=50K
-1077.493029,>50K
-1077.495584,>50K
-1077.494231,<=50K
-1077.493913,<=50K
-1077.494069,<=50K
-1077.501653,<=50K
2247.49693,<=50K
-1077.491789,>50K
-1077.496408,<=50K
-1077.493185,<=50K
-1077.500508,<=50K
-1077.497213,<=50K
-1077.493526,<=50K
-1077.501429,<=50K
-1077.49729,<=50K
-1077.499524,<=50K
-1077.501781,<=50K
-1077.499687,<=50K
-1077.496953,>50K
-1077.49833,<=50K
-1077.493657,<=50K
-1077.497646,>50K
-1077.49503,<=50K
-1077.494995,<=50K
-1077.49807,>50K
-1077.495201,<=50K
-1077.498043,<=50K
-483.502935,<=50K
-1077.498082,<=50K
-1077.492959,>50K
-1077.494446,<=50K
-1077.498314,<=50K
-1077.496875,<=50K
-1077.499365,<=50K
-1077.495364,<=50K
-1077.494173,<=50K
-1077.495623,<=50K
-1077.498787,<=50K
-1077.494983,<=50K
-1077.500555,<=50K
-1077.496449,<=50K
-1077.495062,>50K
-1077.494934,<=50K
-1080.064,>50K
-1077.498442,<=50K
-1077.495589,<=50K
-1077.49966,<=50K
-1077.496062,<=50K
98921.353614,>50K
-1077.494771,<=50K
2059.499941,<=50K
-1077.492906,<=50K
-1077.497554,<=50K
-1077.494771,<=50K
-1077.493867,<=50K
-1077.494693,<=50K
-1077.496321,<=50K
-1077.495461,>50K
-1077.497597,<=50K
-1077.495488,>50K
-1077.49774,>50K
-1077.495651,<=50K
-1080.914433,>50K
-1077.498601,<=50K
-1077.501653,<=50K
-1077.498974,<=50K
-1077.493193,<=50K
-1077.497496,<=50K
-1077.498601,<=50K
-1077.491819,<=50K
-1077.497182,<=50K
-1077.494914,<=50K
-1080.760233,>50K
-1077.494484,<=50K
-1080.692081,>50K
2333.502007,<=50K
-1077.494627,>50K
-1077.495201,>50K
13946.485827,>50K
-1077.49139,>50K
-1077.499683,<=50K
-1077.495212,<=50K
-1077.498485,<=50K
-1077.497496,<=50K
2059.49955,<=50K
-1077.497578,<=50K
-1077.498601,<=50K
-1077.49771,<=50K
-1077.494443,<=50K
-1077.496636,<=50K
-1077.494398,<=50K
-1077.495888,>50K
-1077.492962,>50K
-1077.494729,<=50K
-1077.494441,>50K
-1077.49289,<=50K
-1077.491649,>50K
-1077.498582,<=50K
-1077.496651,>50K
-1077.499148,>50K
-1077.495201,<=50K
-1077.494111,>50K
-1077.500125,<=50K
-1077.495631,<=50K
13946.482322,>50K
-1080.245548,<=50K
-1077.494053,>50K
-1077.492208,>50K
-1077.49358,<=50K
-1077.501129,<=50K
-1077.500261,<=50K
-1077.498931,<=50K
-1080.782784,>50K
-1077.499175,<=50K
-1077.498601,<=50K
-1077.4985,<=50K
-1077.494609,<=50K
-1080.957719,<=50K
-1077.494681,<=50K
-1077.497783,<=50K
-1077.497612,<=50K
-1077.491298,>50K
-1077.496225,<=50K
-1077.493049,>50K
3935.498453,<=50K
-1077.494871,<=50K
-1077.497423,<=50K
-1077.494484,>50K
-1077.497756,<=50K
-1077.50244,<=50K
-1077.493747,<=50K
-1077.495421,<=50K
-1077.491429,<=50K
-1077.497725,<=50K
-1077.498644,<=50K
-1077.492574,<=50K
-1077.491877,<=50K
-1077.496613,<=50K
-1077.494298,>50K
-1077.492935,>50K
-1077.495587,<=50K
-1077.495201,>50K
-1077.501552,<=50K
-1077.49523,<=50K
-1077.497209,>50K
-1077.497783,<=50K
-1077.493983,<=50K
-1077.500102,<=50K
-1077.495378,<=50K
-1077.497388,<=50K
-1077.496306,<=50K
-1077.494014,<=50K
-1077.495082,<=50K
-1077.497689,<=50K
-1077.496957,<=50K
-1077.495426,<=50K
-1077.495589,<=50K
-1077.495522,>50K
-1077.493321,<=50K
-1077.495775,<=50K
-1077.496062,<=50K
-1077.499277,<=50K
-1077.49764,<=50K
-1080.509703,<=50K
-1077.496143,>50K
-1077.495445,<=50K
-1077.498159,<=50K
-1077.498152,<=50K
-1080.741302,<=50K
-1077.49491,<=50K
-1077.495732,>50K
-1077.494589,>50K
-1077.494933,<=50K
9488.491071,<=50K
-1077.497411,<=50K
-1077.492515,<=50K
-1077.494068,>50K
-1077.49854,<=50K
-1080.915042,>50K
-1077.498299,<=50K
-1080.958738,<=50K
-1077.497403,<=50K
-1077.495317,<=50K
3572.498239,<=50K
-1077.496062,<=50K
-1077.499443,<=50K
-1077.496138,<=50K
-1077.496875,<=50K
-1077.489567,<=50K
-1077.498448,<=50K
-1077.491835,<=50K
-1077.495356,<=50K
-1077.496403,>50K
2247.497318,<=50K
-1077.494981,<=50K
-1077.492747,>50K
-1077.495335,<=50K
-1077.497358,<=50K
-1077.497496,<=50K
-1077.497632,<=50K
-1077.49434,>50K
-1077.500567,<=50K
-1077.494162,<=50K
-1077.502309,<=50K
-1077.492374,>50K
-1077.495604,<=50K
-1077.497303,<=50K
-1077.496573,<=50K
-1077.494316,<=50K
-1080.313159,<=50K
-1077.497276,<=50K
-1077.499308,<=50K
-1077.492591,<=50K
-1077.498812,<=50K
-1077.497612,<=50K
-1077.498458,<=50K
-1077.495232,>50K
-1077.49731,>50K
-1077.495297,>50K
-1077.491308,<=50K
-1077.496062,>50K
-1077.491897,<=50K
-1077.498601,<=50K
-1077.495495,<=50K
-1077.496993,<=50K
-1077.502165,<=50K
-1077.496779,<=50K
-1077.496692,<=50K
-1077.497783,<=50K
-1077.499071,<=50K
-1081.634122,>50K
-1077.495464,<=50K
-1077.496492,<=50K
-1077.498376,<=50K
-1077.49753,<=50K
-1077.495918,<=50K
-1077.497481,>50K
-1077.495488,<=50K
-1077.49797,<=50K
-1077.49227,<=50K
-1077.50174,<=50K
3935.499532,<=50K
-1077.49764,<=50K
-1080.917121,>50K
-1077.495976,>50K
-1077.499315,<=50K
-1077.494812,<=50K
-1077.495617,>50K
-1077.501463,<=50K
-1077.497911,<=50K
-1077.495468,<=50K
-1077.496779,<=50K
-1077.496178,<=50K
-1077.495488,<=50K
-1077.496034,>50K
-1077.493623,<=50K
-1077.499032,<=50K
-1077.496506,<=50K
-1077.4985,<=50K
-1077.494627,<=50K
-1077.497063,<=50K
-1077.497698,<=50K
-1077.492695,<=50K
-1077.497469,<=50K
-1077.496697,<=50K
-1077.4971,>50K
-1077.496096,<=50K
6610.495281,>50K
-1077.497884,>50K
-1077.497267,<=50K
-1077.495073,>50K
-1077.496162,<=50K
-1077.493925,>50K
-1077.497869,<=50K
-1077.499218,<=50K
-1077.494484,<=50K
-1077.492169,<=50K
-1077.492332,<=50K
-1077.499257,<=50K
-1077.493812,<=50K
-1077.498085,<=50K
-1077.500573,<=50K
-1077.488975,<=50K
-1077.495876,<=50K
-1077.496922,<=50K
-163.498281,<=50K
-1077.497066,<=50K
-1080.760725,>50K
-1077.498827,<=50K
-1077.490714,<=50K
-1080.476287,<=50K
2986.49737,<=50K
-1077.499032,<=50K
-1077.497927,<=50K
-1077.494554,<=50K
-1077.495433,<=50K
-1077.49774,<=50K
-1077.495181,<=50K
-1077.487022,<=50K
-1077.495154,>50K
-1077.49413,>50K
-1077.498458,<=50K
-1077.50047,<=50K
-1081.397953,<=50K
-1077.49614,<=50K
-1077.497139,<=50K
-1077.49944,<=50K
-1077.495518,<=50K
-1077.493336,>50K
-1080.785524,>50K
-1077.49916,<=50K
-1077.493747,<=50K
-1077.496752,<=50K
-1077.488642,<=50K
-1077.494655,<=50K
-1077.501366,<=50K
-1077.496143,<=50K
-1077.494503,<=50K
-1077.495235,<=50K
-1077.494682,<=50K
-1077.497019,<=50K
-86.494154,<=50K
-1077.496903,<=50K
-1077.494933,<=50K
-1077.496306,>50K
-1077.499869,<=50K
-22.498495,<=50K
4100.495268,>50K
-1077.495012,<=50K
-1077.497904,<=50K
5771.493193,<=50K
-1077.498214,<=50K
-1077.494011,<=50K
-1077.494771,>50K
-1077.495445,<=50K
-1077.498528,<=50K
-1077.498305,<=50K
-1077.495097,<=50K
-1077.493111,<=50K
13946.483889,>50K
-1077.49833,<=50K
-1077.50151,<=50K
-1077.498613,<=50K
-1080.759337,>50K
-1077.494708,<=50K
-1077.492599,>50K
-1077.4953,<=50K
-1077.4985,<=50K
-1077.494006,<=50K
-1080.760074,>50K
-1077.502558,<=50K
-1077.49764,<=50K
-1077.495631,<=50K
-1077.497539,<=50K
-1077.498003,<=50K
-1077.497353,>50K
-1077.49434,<=50K
-1077.495154,>50K
-1077.495693,<=50K
-1077.492289,<=50K
-1077.492677,<=50K
-1077.4994,<=50K
-1077.497066,<=50K
428.503869,<=50K
-1077.50151,<=50K
2247.502693,<=50K
-1077.494801,>50K
-1077.493856,<=50K
-1077.500199,<=50K
-1077.497783,<=50K
-1077.496774,<=50K
-1077.497515,<=50K
2059.498751,<=50K
-1077.494902,<=50K
-1077.494771,<=50K
-1077.501223,<=50K
-1077.496877,>50K
-1077.496201,<=50K
-1077.501925,<=50K
-1077.497966,<=50K
-1077.499113,<=50K
-1077.497841,>50K
-1077.490904,<=50K
-1077.493447,<=50K
-1080.785712,>50K
-1077.498186,<=50K
-1077.50233,<=50K
-1077.494115,<=50K
-1077.494053,>50K
-1080.78385,>50K
-1077.494771,<=50K
-1077.49712,<=50K
-1077.4985,<=50K
-1077.49272,<=50K
-1077.492189,>50K
-1077.4985,<=50K
-1077.498473,<=50K
-1077.493557,<=50K
-1077.496988,<=50K
-1077.500075,<=50K
1807.498846,<=50K
-1077.492402,<=50K
-1077.497539,<=50K
-1077.49829,<=50K
-1077.496922,<=50K
-1077.498745,<=50K
-1077.503193,<=50K
-1077.498787,<=50K
-1077.491068,<=50K
-1077.490509,<=50K
-1077.495973,<=50K
-1077.501227,<=50K
-1077.499303,<=50K
-1080.388319,<=50K
-1077.493336,<=50K
13006.485558,>50K
-1077.492829,<=50K
-1077.502146,<=50K
-1077.498847,<=50K
-1077.497036,<=50K
-1077.494189,>50K
-1077.498027,<=50K
-1077.495459,>50K
-1077.498787,<=50K
-1077.496233,<=50K
-1077.496972,<=50K
-1077.495918,<=50K
7536.492298,>50K
-1077.498191,<=50K
-1077.499543,<=50K
-1077.497305,<=50K
-1077.500521,<=50K
-1077.497165,<=50K
-1077.497261,<=50K
-1077.495876,>50K
-1077.497151,<=50K
-1077.501141,<=50K
-1077.498189,<=50K
-1077.497865,<=50K
-1077.494484,<=50K
-1077.496263,<=50K
-1077.497842,<=50K
1751.497683,<=50K
-1077.496919,<=50K
-1077.493569,>50K
-1077.494704,<=50K
-1077.498621,<=50K
-1077.497899,<=50K
3853.49693,<=50K
-1077.497426,<=50K
-1077.491738,>50K
-1077.497659,<=50K
-1077.499997,<=50K
-1077.496794,<=50K
-1077.495732,<=50K
-1077.498442,<=50K
-1077.495647,<=50K
-1080.923602,<=50K
-1077.494724,>50K
-1077.498931,<=50K
-1077.494569,<=50K
-1077.493185,<=50K
-1077.496735,<=50K
-1077.495631,<=50K
-1077.496736,<=50K
-1077.495488,<=50K
-1077.495747,<=50K
-1077.494833,>50K
-1077.498931,<=50K
-1077.490613,>50K
6610.494475,>50K
-1077.495856,<=50K
-1077.493847,<=50K
-1077.500167,<=50K
-1077.498888,<=50K
-1077.496636,<=50K
-1077.4946,>50K
2025.500051,>50K
13946.481489,>50K
-1080.785324,>50K
-1077.49598,<=50K
-1077.500567,<=50K
-1077.49434,<=50K
-1077.494464,>50K
-1077.498601,<=50K
-1077.494617,<=50K
-1077.497325,<=50K
-1077.495445,<=50K
-1077.497674,<=50K
-1077.501223,<=50K
-1077.490544,<=50K
-1077.495201,<=50K
-1077.497411,<=50K
-1077.494143,<=50K
-1077.49731,<=50K
-1077.495241,<=50K
-1077.495344,<=50K
-1080.758109,>50K
-1077.497209,<=50K
-1077.495461,<=50K
8.503271,<=50K
-1077.497802,<=50K
-1077.494771,<=50K
-1077.497252,<=50K
-1077.494685,<=50K
-1077.497023,<=50K
-1077.491628,<=50K
-1077.495058,<=50K
-1077.495918,<=50K
-1077.496709,>50K
-1077.498869,<=50K
-1077.498888,<=50K
-1077.502022,<=50K
-1077.499524,<=50K
-1077.495372,<=50K
-1077.496791,<=50K
-1077.493778,>50K
-1080.096306,<=50K
-1077.497496,>50K
-1077.494011,<=50K
-1077.489045,<=50K
-1077.49715,<=50K
-1077.500711,<=50K
-1077.496565,>50K
-1077.491279,>50K
-1077.501653,<=50K
-1077.494914,<=50K
-1077.493724,<=50K
-1077.493088,<=50K
-1077.496546,<=50K
-1077.49807,<=50K
-1077.495302,<=50K
-1077.498027,<=50K
-1077.497209,<=50K
26750.462502,>50K
-1077.497553,<=50K
-1077.496669,<=50K
-1077.498043,<=50K
-1077.491214,<=50K
-1077.494067,>50K
-1077.4992,<=50K
-1077.492634,>50K
-1077.494484,>50K
-1077.495405,<=50K
-1077.495026,<=50K
-1077.49643,<=50K
-1077.495876,<=50K
-1077.495015,<=50K
-1077.499912,<=50K
-1077.491652,<=50K
13946.48055,>50K
-1077.49503,>50K
-1077.49774,<=50K
-1077.495063,>50K
-1077.501797,<=50K
6610.4928,>50K
6220.497071,>50K
-1077.494422,<=50K
-1077.494053,<=50K
-1077.49764,<=50K
-1077.490251,<=50K
13946.48651,>50K
-1077.499299,<=50K
-1077.497066,>50K
-1077.496472,<=50K
-1077.49639,<=50K
13946.48594,>50K
-1077.495309,<=50K
-1077.494584,<=50K
-1077.498644,<=50K
-1077.495934,<=50K
7536.488464,>50K
-1077.498745,<=50K
-1077.498085,<=50K
-1077.498888,<=50K
-1077.495631,<=50K
-1077.496243,<=50K
-1077.497038,>50K
-1077.49425,>50K
-1077.497066,<=50K
-1077.497884,>50K
-1077.498601,<=50K
-1077.497859,<=50K
-1077.49764,<=50K
-1077.50151,<=50K
-1077.496907,<=50K
-1080.786596,>50K
-1077.495755,<=50K
-1080.15483,<=50K
-1077.499091,<=50K
-1077.495515,>50K
-1077.502068,<=50K
-1080.689973,>50K
-1077.494743,>50K
-1077.494771,<=50K
-1077.498888,<=50K
3935.495258,<=50K
-1077.495198,<=50K
-1077.494154,<=50K
-1077.49434,<=50K
-1077.495673,<=50K
98921.351144,>50K
-1077.497365,>50K
-1077.497454,<=50K
-1077.499544,<=50K
-1077.497721,<=50K
-1077.494894,<=50K
-1077.497869,<=50K
-1077.503336,<=50K
-1077.492572,<=50K
-1080.546819,<=50K
-1077.498214,<=50K
-1077.501969,<=50K
4100.497276,>50K
-1077.498186,<=50K
-1077.495999,<=50K
-1077.495015,>50K
-1077.495174,>50K
-1077.500998,<=50K
13946.48423,>50K
-1077.49434,<=50K
-1077.502745,<=50K
-1077.494766,<=50K
-1077.494107,>50K
-1077.49954,<=50K
-1077.498888,<=50K
-1077.494484,<=50K
-1077.49652,<=50K
-1077.502677,<=50K
-1077.494751,>50K
-1077.494011,<=50K
-1077.495297,<=50K
-1077.494426,<=50K
98921.354156,>50K
-1077.493724,<=50K
-1077.496779,<=50K
-1079.017849,<=50K
-1077.497469,<=50K
-1077.494363,<=50K
-1077.497927,<=50K
